Player_Name,Points,Team,height,weight,Position,collage,Age,All_Star
"John Mahnken",239,BOS,203,99,C,"Georgetown University",28,0
"John Mahnken",28,INO,203,99,C,"Georgetown University",28,0
"Slater Martin*",575,MNL,178,77,PG,"University of Texas at Austin",25,0
"Ariel Maughan",254,WSC,193,86,F,"Utah State University",27,0
"Dick McGuire*",537,NYK,183,81,PG,"St. John's University",25,0
"Bones McKinney",262,TOT,198,83,SF,"University of North Carolina",32,0
"Bones McKinney",27,WSC,198,83,SF,"University of North Carolina",32,0
"Bones McKinney",235,BOS,198,83,SF,"University of North Carolina",32,0
"Mal McMullen",204,INO,196,95,F-C,"Xavier University",23,0
"Joe McNamee",123,ROC,198,95,SF,"University of San Francisco",24,0
"Dick Mehen",474,TOT,196,88,PF,"University of Tennessee",28,0
"Dick Mehen",151,BLB,196,88,PF,"University of Tennessee",28,0
"Dick Mehen",44,BOS,196,88,PF,"University of Tennessee",28,0
"Dick Mehen",279,FTW,196,88,PF,"University of Tennessee",28,0
"George Mikan*",1932,MNL,208,111,C,"DePaul University",26,0
"Vern Mikkelsen*",904,MNL,201,104,PF,"Hamline University",22,0
"Leo Mogus",139,PHW,193,86,F-C,"Youngstown State University",29,0
"Chuck Mrazovich",85,INO,196,83,F,"Eastern Kentucky University",26,0
"Jack Nichols",70,TRI,201,100,PF,"University of Washington",24,0
"Paul Noel",130,ROC,193,83,F,"University of Kentucky",26,0
"Johnny Norlander",21,WSC,190,81,F,"Hamline University",29,0
"Dick O'Keefe",67,WSC,188,83,G-F,"Santa Clara University",27,0
"Tommy O'Keefe",23,TOT,188,83,G,"Georgetown University",22,0
"Tommy O'Keefe",12,WSC,188,83,G,"Georgetown University",22,0
"Tommy O'Keefe",11,BLB,188,83,G,"Georgetown University",22,0
"Kevin O'Shea",271,MNL,188,79,G,"University of Notre Dame",25,0
"John Oldham",569,FTW,190,79,G,"Western Kentucky University",27,0
"Don Otten",570,TOT,208,108,C,"Bowling Green State University",29,0
"Don Otten",148,WSC,208,108,C,"Bowling Green State University",29,0
"Don Otten",11,BLB,208,108,C,"Bowling Green State University",29,0
"Don Otten",411,FTW,208,108,C,"Bowling Green State University",29,0
"Easy Parham",6,PHW,190,90,F-G,"Texas Wesleyan University",29,0
"Warren Perkins",396,TRI,190,86,G-F,"Tulane University",28,0
"Ed Peterson",359,TOT,206,99,C,"Cornell University",26,0
"Ed Peterson",80,SYR,206,99,C,"Cornell University",26,0
"Ed Peterson",279,TRI,206,99,C,"Cornell University",26,0
"Andy Phillip*",740,PHW,188,88,G-F,"University of Illinois at Urbana-Champaign",28,0
"Jim Pollard*",629,MNL,193,83,SF,"Stanford University",28,0
"George Ratkovicz",849,SYR,198,99,PF,,28,0
"Don Rehfeldt",431,BLB,201,95,SF,"University of Wisconsin",24,0
"Jim Riffey",150,FTW,193,90,F,"Tulane University",27,0
"Arnie Risen*",1077,ROC,206,90,C,"Ohio State University",26,0
"Tex Ritter",127,NYK,188,83,G-F,"Eastern Kentucky University",26,0
"Red Rocha",836,BLB,206,83,C,"Oregon State University",27,0
"Kenny Sailors",493,TOT,178,79,G,"University of Wyoming",30,0
"Kenny Sailors",18,BOS,178,79,G,"University of Wyoming",30,0
"Kenny Sailors",475,BLB,178,79,G,"University of Wyoming",30,0
"Pep Saul",282,ROC,188,83,SG,"Seton Hall University",26,0
"Alan Sawyer",217,WSC,196,88,F,"University of California, Los Angeles",23,0
"Fred Schaus",1028,FTW,196,92,F,"West Virginia University",25,0
"Dolph Schayes*",1121,SYR,203,99,F-C,"New York University",22,0
"Herb Scherer",68,TRI,206,96,C,"Long Island University",22,0
"Dick Schnittker",295,WSC,196,90,SF,"Ohio State University",22,0
"George Senesky",679,PHW,188,81,PG,"Saint Joseph's University",28,0
"Paul Seymour",367,SYR,185,81,G-F,"University of Toledo",23,0
"Carl Shaeffer",15,INO,190,83,F-G,"University of Alabama",26,0
"Bill Sharman*",378,WSC,185,79,SG,"University of Southern California",24,0
"Connie Simmons",604,NYK,203,100,C-F,,25,0
"Belus Smawley",731,TOT,185,88,SG,"Appalachian State University",32,0
"Belus Smawley",124,SYR,185,88,SG,"Appalachian State University",32,0
"Belus Smawley",607,BLB,185,88,SG,"Appalachian State University",32,0
"Ed Stanczak",60,BOS,185,83,F,,29,0
"Mike Todorovich",653,TRI,196,99,F-C,"University of Wyoming",27,0
"Gene Vance",139,TRI,190,88,G-F,"University of Illinois at Urbana-Champaign",27,0
"Ernie Vandeweghe",338,NYK,190,88,F-G,"Colgate University",22,0
"Brady Walker",400,TOT,198,92,PF,"Brigham Young University",29,0
"Brady Walker",31,BOS,198,92,PF,"Brigham Young University",29,0
"Brady Walker",369,BLB,198,92,PF,"Brigham Young University",29,0
"Paul Walther",571,INO,188,72,SG,"University of Tennessee",23,0
"Bobby Wanzer*",736,ROC,183,77,G,"Seton Hall University",29,0
"Max Zaslofsky",835,NYK,188,77,SG,"St. John's University",25,0
"Paul Arizin*",1674,PHW,193,86,SF,"Villanova University",23,0
"Cliff Barker",126,INO,188,83,SG,"University of Kentucky",31,0
"Don Barksdale*",781,BLB,198,90,PF,"University of California, Los Angeles",28,0
"Leo Barnhorst",820,INO,193,86,SF,"University of Notre Dame",27,0
"Elmer Behnke",16,MLH,201,95,C,"Bradley University",22,0
"Charlie Black",17,MLH,196,90,F-C,"University of Kansas",30,0
"Nelson Bobb",319,PHW,183,77,PG,"Temple University",27,0
"Vince Boryla",500,NYK,196,95,SF,"University of Denver",24,0
"Don Boven",656,MLH,193,95,SG,"Western Michigan University",26,0
"Bob Brannum",405,BOS,196,97,PF,"Michigan State University",26,0
"Frankie Brian",1051,FTW,185,81,SG,"Louisiana State University",28,0
"Stan Brown",54,PHW,190,90,F,,22,0
"Walt Budko",254,PHW,196,99,PF,"Columbia University",26,0
"Art Burris",110,TOT,196,99,SF,"University of Tennessee",27,0
"Art Burris",43,FTW,196,99,SF,"University of Tennessee",27,0
"Art Burris",67,MLH,196,99,SF,"University of Tennessee",27,0
"Gerry Calabrese",291,SYR,185,79,SG,"St. John's University",26,0
"Bill Calhoun",383,BLB,190,81,SG,"City College of San Francisco",24,0
"Al Cervi*",417,SYR,180,77,PG,,34,0
"Cal Christensen",88,MLH,196,95,SF,"University of Toledo",24,0
"Nat Clifton*",658,NYK,198,99,PF,"Xavier University of Louisiana",29,0
"Bill Closs",347,FTW,196,88,SF,"Rice University",30,0
"Jack Coleman",736,ROC,201,88,PF,"University of Louisville",27,0
"Chuck Cooper",543,BOS,196,95,SF,"Duquesne University",25,0
"Bob Cousy*",1433,BOS,185,79,PG,"College of the Holy Cross",23,0
"Dillard Crocker",293,TOT,193,92,PF,"Western Michigan University",27,0
"Dillard Crocker",9,INO,193,92,PF,"Western Michigan University",27,0
"Dillard Crocker",284,MLH,193,92,PF,"Western Michigan University",27,0
"Ed Dahler",35,PHW,196,86,F,"Duquesne University",26,0
"Bob Davies*",1052,ROC,185,79,PG,"Seton Hall University",32,0
"Nate DeLong",64,MLH,198,99,C,"University of Wisconsin-River Falls",26,0
"Dick Dickey",127,BOS,185,79,PG,"North Carolina State University",25,0
"Bob Donham",551,BOS,188,86,SG,"Ohio State University",25,0
"Dike Eddleman",743,TOT,190,85,SF,"University of Illinois at Urbana-Champaign",29,0
"Dike Eddleman",639,MLH,190,85,SF,"University of Illinois at Urbana-Champaign",29,0
"Dike Eddleman",104,FTW,190,85,SF,"University of Illinois at Urbana-Champaign",29,0
"Jake Fendley",183,FTW,183,81,SG,"Northwestern University",22,0
"Larry Foust",1047,FTW,206,97,C,"La Salle University",23,0
"Jerry Fowler",9,MLH,203,104,C,"University of Missouri",24,0
"Joe Fulks*",922,PHW,196,86,PF,"Murray State University",30,0
"Bill Gabor",488,SYR,180,77,SG,"Syracuse University",29,0
"Harry Gallatin*",741,NYK,198,95,PF,"Truman State University",24,0
"Vern Gardner",159,PHW,196,90,SG,"University of Utah",26,0
"Joe Graboski",904,INO,201,88,C,,22,0
"Bob Harris",514,BOS,201,88,PF,"Oklahoma State University",24,0
"Bob Harrison",401,MNL,201,88,SG,"Oklahoma State University",24,0
"Lew Hitch",217,MNL,203,90,PF,"Kansas State University",22,0
"Joe Holland",226,INO,193,83,SF,"University of Kentucky",26,0
"Red Holzman*",269,ROC,178,79,PG,"City College of New York",31,0
"Mel Hutchins",607,MLH,198,90,C,"Brigham Young University",23,0
"Joe Hutton",155,MNL,185,77,SG,"Hamline University",23,0
"Arnie Johnson",657,ROC,196,107,SF,"Bemidji State University",31,0
"Ralph Johnson",523,FTW,180,77,PG,"Huntington University",30,0
"Neil Johnston*",382,PHW,203,95,C,"Ohio State University",22,0
"Wah Wah",430,INO,180,77,PF,,25,0
"Noble Jorgensen",529,SYR,206,103,C,"University of Iowa",26,0
"George Kaftan",322,NYK,190,86,SF,"College of the Holy Cross",23,0
"Jack Kerris",589,FTW,198,97,PF,"Loyola University of Chicago",27,0
"Jack Kiley",118,FTW,185,77,SG,"Syracuse University",23,0
"George King",658,SYR,183,79,PG,"University of Charleston",23,0
"Walt Kirk",111,MLH,190,78,PG,"University of Illinois at Urbana-Champaign",27,0
"Frank Kudelka",606,BLB,188,87,SF,"Saint Mary's College of California",26,0
"Bob Lavoy",648,INO,201,83,PF,"Western Kentucky University",25,0
"Don Lofgran",454,INO,196,90,SF,"University of San Francisco",23,0
"Ray Lumpp",458,NYK,185,80,SG,"New York University",28,0
"Ed Macauley*",1264,BOS,203,83,C,"Saint Louis University",23,0
"John Mahnken",182,BOS,203,99,C,"Georgetown University",29,0
"Slater Martin*",616,MNL,178,77,PG,"University of Texas at Austin",26,0
"John McConathy",14,MLH,196,88,F,"Northwestern State University",21,0
"Alfred McGuire*",208,NYK,188,81,PG,"St. John's University",23,0
"Dick McGuire*",591,NYK,183,81,PG,"St. John's University",26,0
"Bones McKinney",337,BOS,198,83,SF,"University of North Carolina",33,0
"Dick Mehen",703,MLH,196,88,PF,"University of Tennessee",29,0
"Stan Miasek",779,BLB,196,95,PF,,27,0
"Ed Mikan",520,PHW,203,104,C,"DePaul University",26,0
"George Mikan*",1523,MNL,208,111,C,"DePaul University",27,0
"Vern Mikkelsen*",1009,MNL,201,104,PF,"Hamline University",23,0
"Dave Minor",471,BLB,188,83,SG,"University of California, Los Angeles",29,0
"Paul Noel",6,ROC,193,83,F,"University of Kentucky",27,0
"Ralph O'Brien",578,INO,175,72,SG,"Butler University",23,0
"Kevin O'Shea",450,TOT,188,79,PG,"University of Notre Dame",26,0
"Kevin O'Shea",258,MLH,188,79,G,"University of Notre Dame",26,0
"Kevin O'Shea",192,BLB,188,79,PG,"University of Notre Dame",26,0
"Wally Osterkorn",489,SYR,196,97,SF,"University of Illinois at Urbana-Champaign",23,0
"Don Otten",767,TOT,208,108,C,"Bowling Green State University",30,0
"Don Otten",24,FTW,208,108,C,"Bowling Green State University",30,0
"Don Otten",743,MLH,208,108,C,"Bowling Green State University",30,0
"Red Owens",230,TOT,190,83,SG,"Baylor University",26,0
"Red Owens",150,BLB,190,83,SG,"Baylor University",26,0
"Red Owens",80,MLH,190,83,SG,"Baylor University",26,0
"Mel Payton",129,PHW,193,83,SF,"Tulane University",25,0
"Andy Phillip*",790,PHW,188,88,SG,"University of Illinois at Urbana-Champaign",29,0
"John Pilch",5,MNL,190,83,F,"University of Wyoming",26,0
"Jim Pollard*",1005,MNL,193,83,SF,"Stanford University",29,0
"Ray Ragelis",68,ROC,193,92,SF,"Northwestern University",23,0
"Sam Ranzino",86,ROC,185,83,SG,"North Carolina State University",24,0
"George Ratkovicz",493,SYR,198,99,PF,,29,0
"Don Rehfeldt",261,TOT,201,95,SF,"University of Wisconsin",25,0
"Don Rehfeldt",54,BLB,201,95,SF,"University of Wisconsin",25,0
"Don Rehfeldt",207,MLH,201,95,SF,"University of Wisconsin",25,0
"John Rennicke",11,MLH,188,83,G,"Drake University",22,0
"Arnie Risen*",1032,ROC,206,90,C,"Ohio State University",27,0
"Red Rocha",854,SYR,206,83,C,"Oregon State University",28,0
"Don Savage",36,SYR,190,92,F-G,"LeMoyne College",23,0
"Fred Schaus",872,FTW,196,92,SF,"West Virginia University",26,0
"Dolph Schayes*",868,SYR,203,99,PF,"New York University",23,0
"Herb Scherer",47,NYK,206,96,C,"Long Island University",23,0
"Howie Schultz",268,MNL,198,90,PF,"Hamline University",29,0
"Fred Scolari",933,BLB,178,81,PG,"University of San Francisco",29,0
"George Senesky",474,PHW,188,81,PG,"Saint Joseph's University",29,0
"Paul Seymour",598,SYR,185,81,SG,"University of Toledo",24,0
"Chuck Share",248,FTW,211,106,C,"Bowling Green State University",24,0
"Bill Sharman*",671,BOS,185,79,SG,"University of Southern California",25,0
"Connie Simmons",629,NYK,203,100,C,,26,0
"Zeke Sinicola",2,FTW,178,74,G,"Niagara University",23,0
"Whitey Skoog",234,MNL,180,81,SG,"University of Minnesota",25,0
"Jim Slaughter",147,BLB,211,95,C,"University of South Carolina",23,0
"Belus Smawley",40,BLB,185,88,SG,"Appalachian State University",33,0
"Odie Spears",566,ROC,196,92,SF,"Western Kentucky University",26,0
"Bill Tosheff",608,INO,185,79,PG,"Indiana University",25,0
"Gene Vance",23,MLH,190,88,G-F,"University of Illinois at Urbana-Champaign",28,0
"Ernie Vandeweghe",524,NYK,190,88,SF,"Colgate University",23,0
"Brady Walker",204,BLB,198,92,PF,"Brigham Young University",30,0
"Paul Walther",671,INO,188,72,SG,"University of Tennessee",24,0
"Bobby Wanzer*",1033,ROC,183,77,SG,"Seton Hall University",30,0
"Bob Wilson",236,MLH,193,83,PG,"West Virginia State University",25,0
"Max Zaslofsky",931,NYK,188,77,SG,"St. John's University",26,0
"Jim Baechtold",661,BLB,193,92,SF,"Eastern Kentucky University",25,0
"Don Barksdale*",899,BLB,198,90,PF,"University of California, Los Angeles",29,0
"Leo Barnhorst",967,INO,193,86,SF,"University of Notre Dame",28,0
"Nelson Bobb",343,PHW,183,77,PG,"Temple University",28,0
"Vince Boryla",673,NYK,196,95,SF,"University of Denver",25,0
"Don Boven",451,TOT,193,95,SF,"Western Michigan University",27,0
"Don Boven",241,MLH,193,95,F-G,"Western Michigan University",27,0
"Don Boven",106,BLB,193,95,F-G,"Western Michigan University",27,0
"Don Boven",104,FTW,193,95,SF,"Western Michigan University",27,0
"Bob Brannum",486,BOS,196,97,PF,"Michigan State University",27,0
"Jim Brasco",77,TOT,185,77,G,"New York University",21,0
"Jim Brasco",33,SYR,185,77,G,"New York University",21,0
"Jim Brasco",44,MLH,185,77,G,"New York University",21,0
"Carl Braun",977,NYK,196,81,SG,"Colgate University",25,0
"Frankie Brian",726,FTW,185,81,SG,"Louisiana State University",29,0
"Dick Bunt",92,TOT,183,77,PG,"New York University",22,0
"Dick Bunt",41,NYK,183,77,PG,"New York University",22,0
"Dick Bunt",51,BLB,183,77,PG,"New York University",22,0
"Bill Calhoun",571,TOT,190,81,SF,"City College of San Francisco",25,0
"Bill Calhoun",64,SYR,190,81,F-G,"City College of San Francisco",25,0
"Bill Calhoun",507,MLH,190,81,SF,"City College of San Francisco",25,0
"Al Cervi*",143,SYR,180,77,PG,,35,0
"Cal Christensen",212,ROC,196,95,SF,"University of Toledo",25,0
"Nat Clifton*",744,NYK,198,99,PF,"Xavier University of Louisiana",30,0
"Jack Coleman",763,ROC,201,88,PF,"University of Louisville",28,0
"Gene Conley",88,BOS,203,102,PF,"Washington State University",22,0
"Chuck Cooper",458,BOS,196,95,SF,"Duquesne University",26,0
"Ray Corley",11,FTW,183,81,G,"Georgetown University",25,0
"Bob Cousy*",1407,BOS,185,79,PG,"College of the Holy Cross",24,0
"Dillard Crocker",330,MLH,193,92,PF,"Western Michigan University",28,0
"Pete Darcey",11,MLH,201,98,C,"Oklahoma State University",22,0
"Bob Davies*",1029,ROC,185,79,PG,"Seton Hall University",33,0
"Blaine Denning",5,BLB,188,79,G,"Lawrence Technological University",22,0
"Bob Donham",451,BOS,188,86,SG,"Ohio State University",26,0
"Dike Eddleman",615,FTW,190,85,SF,"University of Illinois at Urbana-Champaign",30,0
"George Feigenbaum",16,MLH,185,83,PG,"University of Kentucky",23,0
"Jake Fendley",104,FTW,183,81,PG,"Northwestern University",23,0
"Danny Finn",369,PHW,185,83,SG,"St. John's University",24,0
"Jerry Fleishman",296,PHW,188,86,SG,"New York University",30,0
"Larry Foust",958,FTW,206,97,C,"La Salle University",24,0
"Joe Fulks*",832,PHW,196,86,PF,"Murray State University",31,0
"Bill Gabor",647,SYR,180,77,SG,"Syracuse University",30,0
"Harry Gallatin*",865,NYK,198,95,PF,"Truman State University",25,0
"Joe Graboski",894,INO,201,88,C,,23,0
"Dick Groat",309,FTW,180,81,PG,"Duke University",22,0
"Alex Hannum*",346,ROC,201,95,PF,"University of Southern California",29,0
"Don Hanrahan",33,INO,201,90,F,"Loyola University of Chicago",23,0
"Bob Harris",517,BOS,201,88,SF,"Oklahoma State University",25,0
"Bob Harrison",497,MNL,201,88,SG,"Oklahoma State University",25,0
"Don Henriksen",574,BLB,201,102,C,"University of California",23,0
"Kleggie Hermsen",11,TOT,206,102,C-F,"University of Minnesota",29,0
"Kleggie Hermsen",1,BOS,206,102,C-F,"University of Minnesota",29,0
"Kleggie Hermsen",10,INO,206,102,C-F,"University of Minnesota",29,0
"Lew Hitch",261,MNL,203,90,PF,"Kansas State University",23,0
"Paul Hoffman",704,BLB,188,88,SG,"Purdue University",27,0
"Jim Holstein",266,MNL,190,81,SF,"University of Cincinnati",22,0
"Red Holzman*",103,ROC,178,79,PG,"City College of New York",32,0
"Mel Hutchins",831,MLH,198,90,C,"Brigham Young University",24,0
"Arnie Johnson",583,ROC,196,107,SF,"Bemidji State University",32,0
"Ralph Johnson",8,FTW,180,77,PG,"Huntington University",31,0
"Neil Johnston*",1564,PHW,203,95,C,"Ohio State University",23,0
"Noble Jorgensen",436,SYR,206,103,C,"University of Iowa",27,0
"George Kaftan",134,BLB,190,86,SF,"College of the Holy Cross",24,0
"Jack Kerris",274,TOT,198,97,PF,"Loyola University of Chicago",28,0
"Jack Kerris",179,FTW,198,97,F-C,"Loyola University of Chicago",28,0
"Jack Kerris",95,BLB,198,97,PF,"Loyola University of Chicago",28,0
"Jack Kiley",6,FTW,185,77,SG,"Syracuse University",24,0
"George King",794,SYR,183,79,PG,"University of Charleston",24,0
"Frank Kudelka",162,TOT,188,87,SG,"Saint Mary's College of California",27,0
"Frank Kudelka",79,BLB,188,87,G-F,"Saint Mary's College of California",27,0
"Frank Kudelka",83,PHW,188,87,SG,"Saint Mary's College of California",27,0
"Bob Lavoy",618,INO,201,83,PF,"Western Kentucky University",26,0
"Andrew Levane",8,MLH,188,86,SG,"St. John's University",32,0
"Earl Lloyd*",472,SYR,196,90,SF,"West Virginia State University",24,0
"Bob Lochmueller",232,SYR,196,83,SF,"University of Louisville",25,0
"Don Lofgran",472,PHW,196,90,SF,"University of San Francisco",24,0
"Ray Lumpp",529,TOT,185,80,PG,"New York University",29,0
"Ray Lumpp",28,NYK,185,80,G,"New York University",29,0
"Ray Lumpp",501,BLB,185,80,PG,"New York University",29,0
"Ed Macauley*",1402,BOS,203,83,C,"Saint Louis University",24,0
"John Mahnken",191,BOS,203,99,C,"Georgetown University",30,0
"Mo Mahoney",12,BOS,188,92,F,"Brown University",25,0
"Slater Martin*",744,MNL,178,77,PG,"University of Texas at Austin",27,0
"Al Masino",396,MLH,178,78,PG,"Canisius College",24,0
"Bucky McConnell",68,MLH,178,77,PG,"Marshall University",24,0
"Alfred McGuire*",352,NYK,188,81,PG,"St. John's University",24,0
"Dick McGuire*",437,NYK,183,81,PG,"St. John's University",27,0
"George McLeod",12,BLB,196,90,F,"Texas Christian University",22,0
"Jack McMahon",507,ROC,185,83,PG,"St. John's University",24,0
"Monk Meineke",725,FTW,201,94,PF,"University of Dayton",22,0
"Stan Miasek",512,TOT,196,95,SF,,28,0
"Stan Miasek",283,BLB,196,95,C-F,,28,0
"Stan Miasek",229,MLH,196,95,SF,,28,0
"Ed Mikan",235,TOT,203,104,C,"DePaul University",27,0
"Ed Mikan",105,PHW,203,104,C,"DePaul University",27,0
"Ed Mikan",130,INO,203,104,C,"DePaul University",27,0
"George Mikan*",1442,MNL,208,111,C,"DePaul University",28,0
"Vern Mikkelsen*",1047,MNL,201,104,PF,"Hamline University",24,0
"Eddie Miller",733,TOT,203,102,C,"Syracuse University",21,0
"Eddie Miller",39,MLH,203,102,C,"Syracuse University",21,0
"Eddie Miller",694,BLB,203,102,C,"Syracuse University",21,0
"Dave Minor",406,TOT,188,83,PG,"University of California, Los Angeles",30,0
"Dave Minor",88,BLB,188,83,G-F,"University of California, Los Angeles",30,0
"Dave Minor",318,MLH,188,83,PG,"University of California, Los Angeles",30,0
"Bill Mlkvy",181,PHW,193,86,SF,"Temple University",22,0
"Jim Mooney",135,PHW,196,97,SF,"Villanova University",22,0
"Bob Naber",1,INO,190,83,F,"University of Louisville",23,0
"Jack Nichols",1090,MLH,201,100,PF,"University of Washington",26,0
"John O'Boyle",21,MLH,188,83,SG,"Colorado State University",24,0
"Ralph O'Brien",270,TOT,175,72,PG,"Butler University",24,0
"Ralph O'Brien",175,INO,175,72,G,"Butler University",24,0
"Ralph O'Brien",23,FTW,175,72,G,"Butler University",24,0
"Ralph O'Brien",72,BLB,175,72,PG,"Butler University",24,0
"Kevin O'Shea",190,BLB,188,79,SG,"University of Notre Dame",27,0
